subject,predicate,object
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/mre/awesome-static-analysis
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/The-Art-of-Hacking/h4cker
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/hslatman/awesome-threat-intelligence
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/jaredthecoder/awesome-vehicle-security
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/re-pronin/awesome-vulnerability-research
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/infoslack/awesome-web-hacking
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/Anugrahsr/Awesome-web3-Security
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/yeyintminthuhtut/Awesome-Advanced-Windows-Exploitation-References
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/0x90/wifi-arsenal
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/InQuest/awesome-yara
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/sundowndev/hacker-roadmap
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/brunoooost/cybersources
facebook_create-react-app,has_description,Create React App 是一个用于快速创建 React 应用程序的工具，无需进行构建配置。它预置了 webpack、Babel 等工具，让开发者可以专注于编写代码。
facebook_create-react-app,has_related_repository,https://github.com/expo/expo-cli
deepseek-ai_DeepSeek-V3,has_description,DeepSeek-V3 是一个强大的混合专家（MoE）语言模型，拥有 6710 亿总参数，每个 token 激活 370 亿参数。它在多项基准测试中超越了其他开源模型，性能可与领先的闭源模型相媲美。
deepseek-ai_DeepSeek-V3,has_related_repository,https://github.com/deepseek-ai/DeepSeek-V2
twitter_the-algorithm,has_description,"X's Recommendation Algorithm is a set of services and jobs responsible for serving feeds of posts and content across X product surfaces like the For You Timeline, Search, Explore, and Notifications."
twitter_the-algorithm,has_related_repository,https://github.com/twitter/the-algorithm-ml
twitter_the-algorithm,has_related_repository,https://github.com/twitter/GraphJet
twbs_bootstrap,has_description,"Bootstrap is a sleek, intuitive, and powerful front-end framework for faster and easier web development."
twbs_bootstrap,has_related_repository,https://github.com/twbs/bootstrap/tree/v4-dev
awesome-selfhosted_awesome-selfhosted,has_description,"A curated list of Free Software network services and web applications which can be hosted on your own server(s). It covers a wide range of categories including analytics, automation, communication, content management, and more."
awesome-selfhosted_awesome-selfhosted,has_related_repository,https://github.com/awesome-selfhosted/awesome-selfhosted-data
awesome-selfhosted_awesome-selfhosted,has_related_repository,https://github.com/awesome-selfhosted/awesome-selfhosted
microsoft_PowerToys,has_description,Microsoft PowerToys is a collection of utilities that help you customize Windows and streamline everyday tasks.
microsoft_PowerToys,has_related_repository,https://github.com/microsoft/winget-cli
sindresorhus_awesome,has_description,这是一个精选的“Awesome”列表集合，涵盖了从编程语言、平台、前端/后端开发到计算机科学、大数据、安全、硬件、商业等多个技术领域的资源。它作为一个中心目录，链接到众多特定主题的Awesome列表，方便开发者发现高质量的学习资料、工具和项目。
TheAlgorithms_Python,has_description,All algorithms implemented in Python for educational purposes. Implementations are for learning and may be less efficient than standard library versions.
facebook_react-native,has_description,React Native 是一个使用 React 构建原生移动应用的框架，允许开发者使用 JavaScript 和 React 来开发 iOS 和 Android 应用，并实现代码复用。
facebook_react-native,has_related_repository,https://github.com/facebook/react-native-website
facebook_react-native,has_related_repository,https://github.com/react-native-community/discussions-and-proposals
facebook_react-native,has_related_repository,https://github.com/react-native-community/react-native-releases
ryanmcdermott_clean-code-javascript,has_description,将 Robert C. Martin 的《代码整洁之道》中的软件工程原则适配到 JavaScript 的指南。它旨在帮助开发者编写可读、可复用和可重构的 JavaScript 软件。
ryanmcdermott_clean-code-javascript,has_related_repository,https://github.com/ryanmcdermott/3rs-of-software-architecture
microsoft_generative-ai-for-beginners,has_description,这是一个由微软云倡导者提供的21课综合课程，教授构建生成式AI应用程序所需的基础知识。课程涵盖从大型语言模型基础到提示工程、聊天应用、图像生成等主题，并提供Python和TypeScript代码示例。
microsoft_generative-ai-for-beginners,has_related_repository,https://github.com/microsoft/Generative-AI-for-beginners-dotnet
Significant-Gravitas_AutoGPT,has_description,AutoGPT 是一个强大的平台，允许用户创建、部署和管理持续运行的 AI 代理，以自动化复杂的工作流程。
Significant-Gravitas_AutoGPT,has_related_repository,https://github.com/Significant-Gravitas/gravitasml
Significant-Gravitas_AutoGPT,has_related_repository,https://github.com/Significant-Gravitas/AutoGPT-Code-Ability
github_gitignore,has_description,GitHub官方收集的.gitignore文件模板集合，用于在GitHub.com界面创建新仓库和文件时提供模板选择。
ruanyf_weekly,has_description,这是一个记录每周值得分享的科技内容的周刊项目，每周五发布，涵盖科技趋势、行业动态、软件开发、创业思考等多个领域。
fatedier_frp,has_description,frp 是一个快速的反向代理工具，允许你将位于 NAT 或防火墙后的本地服务器暴露到互联网。它支持 TCP、UDP、HTTP 和 HTTPS 协议，并能通过域名将请求转发到内部服务。
fatedier_frp,has_related_repository,https://github.com/gofrp/plugin
fatedier_frp,has_related_repository,https://github.com/gofrp/tiny-frpc
mrdoob_three.js,has_description,three.js 是一个易于使用、轻量级、跨浏览器、通用的 JavaScript 3D 库。它主要包含 WebGL 和 WebGPU 渲染器，SVG 和 CSS3D 渲染器也可作为附加组件使用。
langflow-ai_langflow,has_description,"Langflow is a powerful platform for building and deploying AI-powered agents and workflows, providing both a visual authoring experience and built-in API/MCP servers to integrate workflows into any application."
ant-design_ant-design,has_description,Ant Design 是一个企业级的 UI 设计语言和 React UI 库，提供了一套高质量的开箱即用 React 组件。
ant-design_ant-design,has_related_repository,https://github.com/umijs/dumi
ant-design_ant-design,has_related_repository,https://react-component.github.io/
public-apis_public-apis,has_description,"A community-curated repository containing an extensive list of public APIs from many domains, serving as a treasure trove of APIs for use in products."
public-apis_public-apis,has_related_repository,https://github.com/davemachado/public-api
syncthing_syncthing,has_description,Syncthing 是一个持续文件同步程序，用于在两台或多台计算机之间同步文件。它注重数据安全、易于使用和跨平台可用性。
syncthing_syncthing,has_related_repository,https://github.com/syncthing/docs
tensorflow_tensorflow,has_description,TensorFlow 是一个端到端的开源机器学习平台，拥有全面、灵活的工具、库和社区资源生态系统，让研究人员能够推动机器学习的前沿，开发者能够轻松构建和部署基于机器学习的应用程序。
tensorflow_tensorflow,has_related_repository,https://github.com/tensorflow/models/tree/master/official
tensorflow_tensorflow,has_related_repository,https://github.com/tensorflow/examples
tensorflow_tensorflow,has_related_repository,https://github.com/tensorflow/tensorboard
thedaviddias_Front-End-Checklist,has_description,The Front-End Checklist is an exhaustive list of all elements you need to have or test before launching your website or HTML page to production.
thedaviddias_Front-End-Checklist,has_related_repository,https://github.com/thedaviddias/Front-End-Performance-Checklist
thedaviddias_Front-End-Checklist,has_related_repository,https://github.com/thedaviddias/Front-End-Design-Checklist
AUTOMATIC1111_stable-diffusion-webui,has_description,"A web interface for Stable Diffusion, implemented using Gradio library."
AUTOMATIC1111_stable-diffusion-webui,has_related_repository,https://github.com/AUTOMATIC1111/stable-diffusion-webui-aesthetic-gradients
AUTOMATIC1111_stable-diffusion-webui,has_related_repository,https://github.com/vicgalle/stable-diffusion-aesthetic-gradients
AUTOMATIC1111_stable-diffusion-webui,has_related_repository,https://github.com/Stability-AI/stablediffusion
AUTOMATIC1111_stable-diffusion-webui,has_related_repository,https://github.com/runwayml/stable-diffusion
AUTOMATIC1111_stable-diffusion-webui,has_related_repository,https://github.com/yfszzx/stable-diffusion-webui-images-browser
iluwatar_java-design-patterns,has_description,该项目是Java设计模式的实现集合，展示了由开源社区经验丰富的程序员和架构师开发的解决方案。它提供了设计模式的高层描述和源代码示例，可作为编程教程来学习如何实现特定模式。
gohugoio_hugo,has_description,Hugo 是一个用 Go 语言编写的静态网站生成器，注重速度和灵活性。它具有高级模板系统和快速的资源处理管道，能在几秒内渲染完整的网站。
gohugoio_hugo,has_related_repository,https://github.com/gohugoio/hugoDocs
obsproject_obs-studio,has_description,OBS Studio 是一款用于高效捕获、合成、编码、录制和流式传输视频内容的软件。
puppeteer_puppeteer,has_description,Puppeteer 是一个 JavaScript 库，它提供了一个高级 API 来通过 DevTools 协议或 WebDriver BiDi 控制 Chrome 或 Firefox。
puppeteer_puppeteer,has_related_repository,https://github.com/ChromeDevTools/chrome-devtools-mcp
zed-industries_zed,has_description,Zed 是一个由 Atom 和 Tree-sitter 的创建者开发的高性能、多人协作代码编辑器。
zed-industries_zed,has_related_repository,https://github.com/atom/atom
zed-industries_zed,has_related_repository,https://github.com/tree-sitter/tree-sitter
firecrawl_firecrawl,has_description,"Firecrawl is an API that scrapes, crawls, and extracts structured data from any website, turning websites into LLM-ready data for AI agents and apps."
firecrawl_firecrawl,has_related_repository,https://github.com/firecrawl/firecrawl-mcp-server
jesseduffield_lazygit,has_description,"A simple terminal UI for git commands, providing an interactive interface for managing git repositories."
infiniflow_ragflow,has_description,"RAGFlow is an open-source Retrieval-Augmented Generation (RAG) engine that combines RAG with Agent capabilities to create a context layer for LLMs, enabling developers to transform complex data into production-ready AI systems efficiently."
infiniflow_ragflow,has_related_repository,https://github.com/infiniflow/infinity/
vuejs_vue,has_description,Vue 2 是一个用于构建用户界面的渐进式 JavaScript 框架，现已停止维护。
vuejs_vue,has_related_repository,https://github.com/vuejs/core
astral-sh_uv,has_description,uv 是一个用 Rust 编写的极速 Python 包和项目管理器，旨在替代 pip、pip-tools、pipx、poetry 等多种工具。
astral-sh_uv,has_related_repository,https://github.com/astral-sh/ruff
astral-sh_uv,has_related_repository,https://github.com/astral-sh/ty
anomalyco_opencode,has_description,"OpenCode is an open source AI coding agent that provides a terminal user interface and supports multiple AI providers including Claude, OpenAI, Google, and local models."
enaqx_awesome-react,has_description,一个关于 React 生态系统的精选资源集合，涵盖了从教程、框架、组件库到状态管理、测试工具等各个方面。
enaqx_awesome-react,has_related_repository,https://github.com/brillout/awesome-react-components
modelcontextprotocol_servers,has_description,这是一个 Model Context Protocol (MCP) 参考服务器集合，展示了 MCP 如何为大型语言模型提供安全、受控的工具和数据源访问。
modelcontextprotocol_servers,has_related_repository,https://github.com/modelcontextprotocol/servers-archived
Chalarangelo_30-seconds-of-code,has_description,一个包含简短代码片段的项目，旨在帮助开发者提升编程技能，涵盖多种主题和语言。
iptv-org_iptv,has_description,Collection of publicly available IPTV (Internet Protocol television) channels from all over the world.
iptv-org_iptv,has_related_repository,https://github.com/iptv-org/epg
iptv-org_iptv,has_related_repository,https://github.com/iptv-org/database
iptv-org_iptv,has_related_repository,https://github.com/iptv-org/api
iptv-org_iptv,has_related_repository,https://github.com/iptv-org/awesome-iptv
anuraghazra_github-readme-stats,has_description,GitHub Readme Stats 是一个用于在 GitHub README 文件中动态生成 GitHub 统计信息卡片的工具。
bregman-arie_devops-exercises,has_description,"This repository contains a collection of questions and exercises on various technical topics, often related to DevOps and SRE, useful for interview preparation and learning concepts."
bregman-arie_devops-exercises,has_related_repository,https://github.com/bregman-arie/python-exercises
bregman-arie_devops-exercises,has_related_repository,https://github.com/bregman-arie/go-exercises
yangshun_tech-interview-handbook,has_description,Tech Interview Handbook 是一个免费且精心策划的技术面试准备资料库，为忙碌的工程师提供从求职到面试再到薪资谈判的全流程实用指南。它包含算法问题、行为面试问题、简历指南等内容，旨在帮助求职者高效准备技术面试。
yangshun_tech-interview-handbook,has_related_repository,https://github.com/yangshun/lago
yangshun_tech-interview-handbook,has_related_repository,https://github.com/facebook/docusaurus
PanJiaChen_vue-element-admin,has_description,vue-element-admin 是一个基于 Vue 和 Element UI 的生产就绪前端管理界面解决方案。它包含了企业级应用的典型模板和众多功能，帮助构建大型复杂的单页面应用程序。
PanJiaChen_vue-element-admin,has_related_repository,https://github.com/vuejs/vue
PanJiaChen_vue-element-admin,has_related_repository,https://github.com/ElemeFE/element
PanJiaChen_vue-element-admin,has_related_repository,https://github.com/PanJiaChen/vue-admin-template
PanJiaChen_vue-element-admin,has_related_repository,https://github.com/PanJiaChen/electron-vue-admin
PanJiaChen_vue-element-admin,has_related_repository,https://github.com/Armour/vue-typescript-admin-template
3b1b_manim,has_description,"Manim is an engine for precise programmatic animations, designed for creating explanatory math videos. This repository is the original version by 3Blue1Brown, also known as ManimGL."
3b1b_manim,has_related_repository,https://github.com/3b1b/videos
3b1b_manim,has_related_repository,https://github.com/ManimCommunity/manim/
3b1b_manim,has_related_repository,https://github.com/manim-kindergarten/manim_sandbox
nomic-ai_gpt4all,has_description,GPT4All 是一个能够在普通台式机和笔记本电脑上本地运行大型语言模型（LLM）的项目，无需API调用或GPU。
nomic-ai_gpt4all,has_related_repository,https://github.com/ggerganov/llama.cpp
DigitalPlatDev_FreeDomain,has_description,DigitalPlat FreeDomain 是一个提供免费域名注册的服务，旨在让每个人都能拥有数字身份，无需任何费用即可注册独特域名并使用喜欢的 DNS 提供商进行托管。
nvbn_thefuck,has_description,The Fuck 是一个命令行工具，能够自动纠正之前控制台命令中的错误。它通过匹配错误命令与规则来生成并执行正确的命令。
donnemartin_system-design-primer,has_description,这是一个帮助学习大规模系统设计的资源集合，旨在帮助工程师准备系统设计面试。它包含了系统设计原则、常见面试问题及解决方案、闪卡等多种学习材料。
donnemartin_system-design-primer,has_related_repository,https://github.com/donnemartin/interactive-coding-challenges
florinpop17_app-ideas,has_description,这是一个应用程序创意集合，旨在为开发者提供项目灵感，包含不同难度级别的详细项目描述，帮助开发者提升编码技能、尝试新技术并丰富作品集。
doocs_advanced-java,has_description,互联网 Java 工程师进阶知识完全扫盲，内容涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识。
doocs_advanced-java,has_related_repository,https://github.com/doocs/leetcode
microsoft_ML-For-Beginners,has_description,"A 12-week, 26-lesson curriculum about classic machine learning, using primarily Scikit-learn. It covers topics like regression, classification, clustering, natural language processing, time series, and reinforcement learning through project-based lessons."
microsoft_ML-For-Beginners,has_related_repository,https://aka.ms/ai4beginners
microsoft_ML-For-Beginners,has_related_repository,https://aka.ms/ds4beginners
rasbt_LLMs-from-scratch,has_description,该仓库是《Build a Large Language Model (From Scratch)》一书的官方代码库，提供了从零开始开发、预训练和微调类GPT大型语言模型的代码实现。
rasbt_LLMs-from-scratch,has_related_repository,https://github.com/rasbt/reasoning-from-scratch
openai_openai-cookbook,has_description,提供使用 OpenAI API 完成常见任务的示例代码和指南，主要使用 Python 编写。
strapi_strapi,has_description,"Strapi Community Edition is a free and open-source headless CMS built with JavaScript/TypeScript, offering flexibility and full customization. It can be self-hosted or deployed to Strapi Cloud, providing a modern admin panel and support for multiple databases."
strapi_strapi,has_related_repository,https://github.com/strapi/documentation
pytorch_pytorch,has_description,PyTorch is a Python package that provides GPU-accelerated tensor computation and deep neural networks built on a tape-based autograd system.
pytorch_pytorch,has_related_repository,https://github.com/pytorch/examples
sherlock-project_sherlock,has_description,Sherlock 是一个通过用户名在 400 多个社交网络上查找社交媒体账户的工具。
nestjs_nest,has_description,"Nest is a progressive Node.js framework for building efficient and scalable server-side applications. It uses TypeScript and combines elements of OOP, FP, and FRP."
nestjs_nest,has_related_repository,https://github.com/fastify/fastify
nestjs_nest,has_related_repository,https://github.com/facebook/react
nestjs_nest,has_related_repository,https://github.com/vuejs/vue
microsoft_vscode,has_description,这是 Visual Studio Code 的开源版本（Code - OSS），由 Microsoft 与社区共同开发。它是一个结合了代码编辑器简洁性和核心编辑-构建-调试周期所需功能的开发工具。
microsoft_vscode,has_related_repository,https://github.com/microsoft/vscode-docs
microsoft_vscode,has_related_repository,https://github.com/microsoft/vscode-node-debug
microsoft_vscode,has_related_repository,https://github.com/microsoft/vscode-mono-debug
browser-use_browser-use,has_description,Browser-Use 是一个 AI 浏览器代理，用于自动化浏览器任务，允许用户通过自然语言指令控制浏览器操作。
shadcn-ui_ui,has_description,"A set of beautifully designed, customizable, and extensible open-source UI components for building your own component library."
Stirling-Tools_Stirling-PDF,has_description,Stirling PDF 是一个强大的开源 PDF 编辑平台，可作为个人桌面应用程序、在浏览器中运行或部署在自有服务器上，提供编辑、签署、编校、转换和自动化处理 PDF 的功能。
ossu_computer-science,has_description,OSSU 计算机科学课程是一个使用在线材料提供的完整的计算机科学教育，旨在为学习者提供全面的计算机科学基础，适合那些希望通过自学和全球社区支持获得正规教育的人。
ossu_computer-science,has_related_repository,https://github.com/ossu/computer-science
microsoft_markitdown,has_description,MarkItDown 是一个轻量级的 Python 工具，用于将各种文件转换为 Markdown 格式，以便与 LLM 和相关的文本分析管道一起使用。它专注于将重要的文档结构和内容（如标题、列表、表格、链接等）保留为 Markdown。
microsoft_markitdown,has_related_repository,https://github.com/deanmalmgren/textract
microsoft_markitdown,has_related_repository,https://github.com/microsoft/markitdown/tree/main/packages/markitdown-mcp
golang_go,has_description,"Go is an open source programming language that makes it easy to build simple, reliable, and efficient software."
golang_go,has_related_repository,https://go.googlesource.com/go
golang_go,has_related_repository,https://github.com/golang/go
rust-lang_rust,has_description,这是 Rust 编程语言的主要源代码仓库，包含编译器、标准库和文档。Rust 是一种赋能所有人构建可靠且高效软件的语言。
rust-lang_rust,has_related_repository,https://github.com/rust-lang/cargo
rust-lang_rust,has_related_repository,https://github.com/rust-lang/rustfmt
rust-lang_rust,has_related_repository,https://github.com/rust-lang/rust-clippy
rust-lang_rust,has_related_repository,https://github.com/rust-lang/rust-analyzer
yt-dlp_yt-dlp,has_description,yt-dlp is a feature-rich command-line audio/video downloader with support for thousands of sites. It is a fork of youtube-dl based on the now inactive youtube-dlc.
yt-dlp_yt-dlp,has_related_repository,https://github.com/ytdl-org/youtube-dl
yt-dlp_yt-dlp,has_related_repository,https://github.com/blackjack4494/yt-dlc
unionlabs_union,has_description,"Union is a hyper-efficient zero-knowledge infrastructure layer for general message passing, asset transfers, NFTs, and DeFi, based on Consensus Verification with no dependencies on trusted third parties. It implements IBC for compatibility with Cosmos chains and connects to EVM chains like Ethereum, Berachain, and Arbitrum."
unionlabs_union,has_related_repository,https://github.com/berachain/beacon-kit
unionlabs_union,has_related_repository,https://github.com/unionlabs/cometbls
unionlabs_union,has_related_repository,https://github.com/cosmos/ibc
unionlabs_union,has_related_repository,https://github.com/OffchainLabs/arbitrum
unionlabs_union,has_related_repository,https://github.com/ConsenSys/gnark
avelino_awesome-go,has_description,"A curated list of awesome Go frameworks, libraries, and software, inspired by awesome-python. It serves as a comprehensive resource for Go developers."
avelino_awesome-go,has_related_repository,https://github.com/vinta/awesome-python
punkpeye_awesome-mcp-servers,has_description,一个精选的 Model Context Protocol (MCP) 服务器列表，这些服务器通过文件访问、数据库连接、API 集成和其他上下文服务来扩展 AI 能力。
punkpeye_awesome-mcp-servers,has_related_repository,https://github.com/punkpeye/awesome-mcp-clients/
2dust_v2rayN,has_description,"A GUI client for Windows, Linux and macOS that supports Xray, sing-box, and other cores."
2dust_v2rayN,has_related_repository,https://github.com/XTLS/Xray-core
2dust_v2rayN,has_related_repository,https://github.com/SagerNet/sing-box
openclaw_openclaw,has_description,"OpenClaw is a personal AI assistant that runs on your own devices, answering on channels you already use (WhatsApp, Telegram, Slack, Discord, etc.) and providing features like voice wake, live canvas, and multi-agent routing."
openclaw_openclaw,has_related_repository,https://github.com/openclaw/nix-openclaw
spring-projects_spring-boot,has_description,"Spring Boot helps you to create Spring-powered, production-grade applications and services with absolute minimum fuss. It takes an opinionated view of the Spring platform so that new and existing users can quickly get to the bits they need."
ChatGPTNextWeb_NextChat,has_description,NextChat 是一个轻量且快速的 AI 助手应用，支持 Claude、DeepSeek、GPT4 和 Gemini Pro 等多种模型，提供 Web、桌面和移动端版本。
ChatGPTNextWeb_NextChat,has_related_repository,https://github.com/ChatGPTNextWeb/NextChat-iOS
ChatGPTNextWeb_NextChat,has_related_repository,https://github.com/ChatGPTNextWeb/NextChat-Awesome-Plugins
mermaid-js_mermaid,has_description,Mermaid 是一个基于 JavaScript 的图表绘制工具，它使用类似 Markdown 的文本定义和渲染器来创建和修改复杂的图表。其主要目的是帮助文档跟上开发的步伐。
mermaid-js_mermaid,has_related_repository,https://github.com/mermaid-js/mermaid-cli
mermaid-js_mermaid,has_related_repository,https://github.com/mermaid-js/mermaid-live-editor
mermaid-js_mermaid,has_related_repository,https://github.com/TomWright/mermaid-server
jlevy_the-art-of-command-line,has_description,这是一个关于命令行使用技巧和最佳实践的精选指南，旨在帮助用户提高在 Linux 命令行环境下的灵活性和工作效率。它涵盖了从基础到高级的各种命令、工具和实用技巧。
jlevy_the-art-of-command-line,has_related_repository,https://github.com/alebcay/awesome-shell
jlevy_the-art-of-command-line,has_related_repository,https://github.com/herrbischoff/awesome-osx-command-line
jlevy_the-art-of-command-line,has_related_repository,https://github.com/koalaman/shellcheck
grafana_grafana,has_description,Grafana 是一个用于监控和可观测性的开源平台，允许用户查询、可视化、告警和理解存储在任何地方的指标。
nvm-sh_nvm,has_description,nvm 是一个 Node.js 版本管理器，允许用户通过命令行快速安装和使用不同版本的 Node.js。它支持任何符合 POSIX 标准的 shell，可在 Unix、macOS 和 Windows WSL 上运行。
nvm-sh_nvm,has_related_repository,https://github.com/nvm-sh/logos
awesomedata_awesome-public-datasets,has_description,这是一个高质量、按主题分类的公共数据集列表，收集整理了来自博客、问答和用户反馈的各种公开数据源。该项目最初在上海交通大学OMNILab孵化，现已成为白玉兰开放AI社区的一部分。
awesomedata_awesome-public-datasets,has_related_repository,https://github.com/awesomedata/apd-core
awesomedata_awesome-public-datasets,has_related_repository,https://github.com/sindresorhus/awesome
awesomedata_awesome-public-datasets,has_related_repository,https://github.com/OMNILab
awesomedata_awesome-public-datasets,has_related_repository,https://github.com/Bai-Yu-Lan
apache_superset,has_description,Superset 是一个现代化的、企业级的商业智能 Web 应用程序，它是一个用于数据探索和数据可视化的平台，可以替代或增强许多团队的专有商业智能工具。
jackfrued_Python-100-Days,has_description,这是一个名为“Python - 100天从新手到大师”的教程项目，旨在通过100天的结构化学习路径，帮助学习者从Python基础入门逐步进阶到Web开发、数据分析、机器学习等领域的实战应用。
krahets_hello-algo,has_description,一本开源免费、新手友好的数据结构与算法入门教程，采用动画图解和可一键运行的源代码，帮助初学者平滑学习。
clash-verge-rev_clash-verge-rev,has_description,Clash Verge Rev 是基于 Tauri 框架开发的 Clash Meta 图形用户界面客户端，是原 Clash Verge 项目的延续。
clash-verge-rev_clash-verge-rev,has_related_repository,https://github.com/zzzgydi/clash-verge
clash-verge-rev_clash-verge-rev,has_related_repository,https://github.com/tauri-apps/tauri
clash-verge-rev_clash-verge-rev,has_related_repository,https://github.com/MetaCubeX/mihomo
clash-verge-rev_clash-verge-rev,has_related_repository,https://github.com/Dreamacro/clash
clash-verge-rev_clash-verge-rev,has_related_repository,https://github.com/Fndroid/clash_for_windows_pkg
clash-verge-rev_clash-verge-rev,has_related_repository,https://github.com/vitejs/vite
moby_moby,has_description,Moby 是一个由 Docker 创建的开源项目，旨在实现和加速软件容器化。它提供了一套工具包组件、用于组装成基于容器的自定义系统的框架，以及供容器爱好者和专业人士实验和交流想法的平台。
massgravel_Microsoft-Activation-Scripts,has_description,一个开源的 Windows 和 Office 激活工具，支持 HWID、Ohook、TSforge 和在线 KMS 等多种激活方法，并提供高级故障排除功能。
jaywcjlove_awesome-mac,has_description,"Awesome Mac is a curated list of excellent macOS software organized into categories. It collects and categorizes awesome applications, tools, and resources for the macOS platform."
jaywcjlove_awesome-mac,has_related_repository,https://github.com/sindresorhus/awesome
laravel_laravel,has_description,Laravel 是一个具有优雅、富有表现力语法的 Web 应用程序框架，旨在让开发成为一种愉快且富有创造性的体验。它通过简化许多 Web 项目中常见的任务，使开发变得轻松，并提供了构建大型、健壮应用程序所需的工具。
f_prompts.chat,has_description,"The world's largest open-source prompt library for AI, providing a curated collection of prompt examples that work with ChatGPT, Claude, Gemini, Llama, Mistral, and other modern AI assistants."
denoland_deno,has_description,Deno 是一个基于 V8、Rust 和 Tokio 构建的 JavaScript、TypeScript 和 WebAssembly 运行时，具有安全的默认设置和出色的开发者体验。
gin-gonic_gin,has_description,Gin 是一个用 Go 编写的高性能 HTTP Web 框架，旨在构建 REST API、Web 应用和微服务。它提供了类似 Martini 的 API，但性能显著更高（得益于 httprouter），并具有零分配路由、中间件支持和 JSON 验证等关键特性。
gin-gonic_gin,has_related_repository,https://github.com/julienschmidt/httprouter
gin-gonic_gin,has_related_repository,https://github.com/gin-gonic/examples
gin-gonic_gin,has_related_repository,https://github.com/gin-contrib
gin-gonic_gin,has_related_repository,https://github.com/gin-gonic/contrib
rustdesk_rustdesk,has_description,RustDesk 是一个用 Rust 编写的远程桌面解决方案，开箱即用无需配置，用户可完全控制自己的数据，并支持使用自建服务器或自定义中继服务器。
rustdesk_rustdesk,has_related_repository,https://github.com/rustdesk/rustdesk-server-demo
rustdesk_rustdesk,has_related_repository,https://github.com/rustdesk/doc.rustdesk.com
trimstray_the-book-of-secret-knowledge,has_description,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, CLI/web tools, and more for System and Network administrators, DevOps, Pentesters, and Security Researchers."
typicode_json-server,has_description,JSON-Server 是一个基于 Node.js 的工具，可以快速通过 JSON 或 JSON5 文件创建完整的 REST API，用于前端开发和原型设计。
typicode_json-server,has_related_repository,https://github.com/typicode/mistcss
typicode_json-server,has_related_repository,https://github.com/json5/json5
coder_code-server,has_description,"Run VS Code on any machine anywhere and access it in the browser, providing a consistent development environment on any device."
coder_code-server,has_related_repository,https://github.com/Microsoft/vscode
coder_code-server,has_related_repository,https://github.com/coder/code-server
coder_code-server,has_related_repository,https://github.com/coder/deploy-code-server
coder_code-server,has_related_repository,https://github.com/coder/devcontainer-features
Shubhamsaboo_awesome-llm-apps,has_description,一个精选的 Awesome LLM 应用集合，展示了使用 RAG、AI Agents、多智能体团队、MCP、语音代理等技术构建的 LLM 应用。这些应用利用了 OpenAI、Anthropic、Google、xAI 以及 Qwen、Llama 等开源模型。
Shubhamsaboo_awesome-llm-apps,has_related_repository,https://github.com/accomplish-ai/openwork
Shubhamsaboo_awesome-llm-apps,has_related_repository,https://github.com/akshayaggarwal99/jarvis-ai-assistant
swisskyrepo_PayloadsAllTheThings,has_description,一个用于Web应用安全的实用载荷和绕过技术列表，包含漏洞描述、利用方法及多种攻击载荷。
swisskyrepo_PayloadsAllTheThings,has_related_repository,https://swisskyrepo.github.io/InternalAllTheThings/
swisskyrepo_PayloadsAllTheThings,has_related_repository,https://swisskyrepo.github.io/HardwareAllTheThings/
Genymobile_scrcpy,has_description,scrcpy 是一个用于通过 USB 或 TCP/IP 连接镜像和控制 Android 设备的应用程序，支持视频和音频传输，无需 root 权限。
angular_angular,has_description,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. It is cross-platform, fast, scalable, and comes with powerful tooling."
godotengine_godot,has_description,"Godot Engine is a feature-packed, cross-platform game engine for creating 2D and 3D games from a unified interface. It is free, open source under the MIT license, and community-driven."
godotengine_godot,has_related_repository,https://github.com/godotengine/godot-docs
godotengine_godot,has_related_repository,https://github.com/godotengine/godot-demo-projects
godotengine_godot,has_related_repository,https://github.com/godotengine/awesome-godot
PaddlePaddle_PaddleOCR,has_description,"PaddleOCR is an industry-leading, production-ready OCR and document AI engine offering end-to-end solutions from text extraction to intelligent document understanding."
PaddlePaddle_PaddleOCR,has_related_repository,https://github.com/PaddlePaddle/PaddleMIX
PaddlePaddle_PaddleOCR,has_related_repository,https://github.com/infiniflow/ragflow
PaddlePaddle_PaddleOCR,has_related_repository,https://github.com/pathwaycom/pathway
PaddlePaddle_PaddleOCR,has_related_repository,https://github.com/opendatalab/MinerU
PaddlePaddle_PaddleOCR,has_related_repository,https://github.com/hiroi-sora/Umi-OCR
PaddlePaddle_PaddleOCR,has_related_repository,https://github.com/CherryHQ/cherry-studio
